batch_size,prepare_time_ms,t_init_ms,agg_intercept_ms,agg_slope_ms_per_item
45,753.8204515239215,752.726,1.7268533327303972,0.024321144976033285
46,753.8447726688976,752.726,1.7268533327303972,0.024321144976033285
47,753.8690938138735,752.726,1.7268533327303972,0.024321144976033285
48,753.8934149588496,752.726,1.7268533327303972,0.024321144976033285
49,753.9177361038256,752.726,1.7268533327303972,0.024321144976033285
50,753.9420572488017,752.726,1.7268533327303972,0.024321144976033285
51,753.9663783937777,752.726,1.7268533327303972,0.024321144976033285
52,753.9906995387537,752.726,1.7268533327303972,0.024321144976033285
53,754.0150206837297,752.726,1.7268533327303972,0.024321144976033285
54,754.0393418287058,752.726,1.7268533327303972,0.024321144976033285
55,754.0636629736819,752.726,1.7268533327303972,0.024321144976033285
56,754.0879841186579,752.726,1.7268533327303972,0.024321144976033285
57,754.1123052636339,752.726,1.7268533327303972,0.024321144976033285
58,754.1366264086099,752.726,1.7268533327303972,0.024321144976033285
59,754.160947553586,752.726,1.7268533327303972,0.024321144976033285
60,754.185268698562,752.726,1.7268533327303972,0.024321144976033285
61,754.2095898435381,752.726,1.7268533327303972,0.024321144976033285
62,754.233910988514,752.726,1.7268533327303972,0.024321144976033285
63,754.2582321334901,752.726,1.7268533327303972,0.024321144976033285
64,754.2825532784661,752.726,1.7268533327303972,0.024321144976033285
65,754.3068744234422,752.726,1.7268533327303972,0.024321144976033285
66,754.3311955684183,752.726,1.7268533327303972,0.024321144976033285
67,754.3555167133942,752.726,1.7268533327303972,0.024321144976033285
68,754.3798378583703,752.726,1.7268533327303972,0.024321144976033285
69,754.4041590033463,752.726,1.7268533327303972,0.024321144976033285
70,754.4284801483224,752.726,1.7268533327303972,0.024321144976033285
71,754.4528012932983,752.726,1.7268533327303972,0.024321144976033285
72,754.4771224382744,752.726,1.7268533327303972,0.024321144976033285
73,754.5014435832504,752.726,1.7268533327303972,0.024321144976033285
74,754.5257647282265,752.726,1.7268533327303972,0.024321144976033285
75,754.5500858732025,752.726,1.7268533327303972,0.024321144976033285
76,754.5744070181785,752.726,1.7268533327303972,0.024321144976033285
77,754.5987281631545,752.726,1.7268533327303972,0.024321144976033285
78,754.6230493081306,752.726,1.7268533327303972,0.024321144976033285
79,754.6473704531066,752.726,1.7268533327303972,0.024321144976033285
80,754.6716915980827,752.726,1.7268533327303972,0.024321144976033285
81,754.6960127430586,752.726,1.7268533327303972,0.024321144976033285
82,754.7203338880347,752.726,1.7268533327303972,0.024321144976033285
83,754.7446550330108,752.726,1.7268533327303972,0.024321144976033285
84,754.7689761779868,752.726,1.7268533327303972,0.024321144976033285
85,754.7932973229629,752.726,1.7268533327303972,0.024321144976033285
86,754.8176184679388,752.726,1.7268533327303972,0.024321144976033285
87,754.8419396129149,752.726,1.7268533327303972,0.024321144976033285
88,754.8662607578909,752.726,1.7268533327303972,0.024321144976033285
89,754.890581902867,752.726,1.7268533327303972,0.024321144976033285
90,754.914903047843,752.726,1.7268533327303972,0.024321144976033285
91,754.939224192819,752.726,1.7268533327303972,0.024321144976033285
92,754.963545337795,752.726,1.7268533327303972,0.024321144976033285
93,754.9878664827711,752.726,1.7268533327303972,0.024321144976033285
94,755.0121876277472,752.726,1.7268533327303972,0.024321144976033285
95,755.0365087727232,752.726,1.7268533327303972,0.024321144976033285
96,755.0608299176992,752.726,1.7268533327303972,0.024321144976033285
97,755.0851510626752,752.726,1.7268533327303972,0.024321144976033285
98,755.1094722076513,752.726,1.7268533327303972,0.024321144976033285
99,755.1337933526273,752.726,1.7268533327303972,0.024321144976033285
100,755.1581144976034,752.726,1.7268533327303972,0.024321144976033285
101,755.1824356425793,752.726,1.7268533327303972,0.024321144976033285
102,755.2067567875554,752.726,1.7268533327303972,0.024321144976033285
103,755.2310779325314,752.726,1.7268533327303972,0.024321144976033285
104,755.2553990775075,752.726,1.7268533327303972,0.024321144976033285
105,755.2797202224835,752.726,1.7268533327303972,0.024321144976033285
106,755.3040413674595,752.726,1.7268533327303972,0.024321144976033285
107,755.3283625124355,752.726,1.7268533327303972,0.024321144976033285
108,755.3526836574116,752.726,1.7268533327303972,0.024321144976033285
109,755.3770048023877,752.726,1.7268533327303972,0.024321144976033285
110,755.4013259473637,752.726,1.7268533327303972,0.024321144976033285
111,755.4256470923397,752.726,1.7268533327303972,0.024321144976033285
112,755.4499682373157,752.726,1.7268533327303972,0.024321144976033285
113,755.4742893822918,752.726,1.7268533327303972,0.024321144976033285
114,755.4986105272678,752.726,1.7268533327303972,0.024321144976033285
115,755.5229316722438,752.726,1.7268533327303972,0.024321144976033285
116,755.5472528172198,752.726,1.7268533327303972,0.024321144976033285
117,755.5715739621959,752.726,1.7268533327303972,0.024321144976033285
118,755.5958951071719,752.726,1.7268533327303972,0.024321144976033285
119,755.620216252148,752.726,1.7268533327303972,0.024321144976033285
120,755.6445373971239,752.726,1.7268533327303972,0.024321144976033285
121,755.6688585421,752.726,1.7268533327303972,0.024321144976033285
122,755.693179687076,752.726,1.7268533327303972,0.024321144976033285
123,755.7175008320521,752.726,1.7268533327303972,0.024321144976033285
124,755.7418219770282,752.726,1.7268533327303972,0.024321144976033285
125,755.7661431220041,752.726,1.7268533327303972,0.024321144976033285
126,755.7904642669802,752.726,1.7268533327303972,0.024321144976033285
127,755.8147854119562,752.726,1.7268533327303972,0.024321144976033285
128,755.8391065569323,752.726,1.7268533327303972,0.024321144976033285
129,755.8634277019083,752.726,1.7268533327303972,0.024321144976033285
130,755.8877488468843,752.726,1.7268533327303972,0.024321144976033285
131,755.9120699918603,752.726,1.7268533327303972,0.024321144976033285
132,755.9363911368364,752.726,1.7268533327303972,0.024321144976033285
133,755.9607122818124,752.726,1.7268533327303972,0.024321144976033285
134,755.9850334267885,752.726,1.7268533327303972,0.024321144976033285
135,756.0093545717644,752.726,1.7268533327303972,0.024321144976033285
136,756.0336757167405,752.726,1.7268533327303972,0.024321144976033285
137,756.0579968617166,752.726,1.7268533327303972,0.024321144976033285
138,756.0823180066926,752.726,1.7268533327303972,0.024321144976033285
139,756.1066391516687,752.726,1.7268533327303972,0.024321144976033285
140,756.1309602966446,752.726,1.7268533327303972,0.024321144976033285
141,756.1552814416207,752.726,1.7268533327303972,0.024321144976033285
142,756.1796025865967,752.726,1.7268533327303972,0.024321144976033285
143,756.2039237315728,752.726,1.7268533327303972,0.024321144976033285
144,756.2282448765488,752.726,1.7268533327303972,0.024321144976033285
145,756.2525660215248,752.726,1.7268533327303972,0.024321144976033285
146,756.2768871665008,752.726,1.7268533327303972,0.024321144976033285
147,756.3012083114769,752.726,1.7268533327303972,0.024321144976033285
148,756.325529456453,752.726,1.7268533327303972,0.024321144976033285
149,756.349850601429,752.726,1.7268533327303972,0.024321144976033285
150,756.374171746405,752.726,1.7268533327303972,0.024321144976033285
151,756.398492891381,752.726,1.7268533327303972,0.024321144976033285
152,756.4228140363571,752.726,1.7268533327303972,0.024321144976033285
153,756.4471351813331,752.726,1.7268533327303972,0.024321144976033285
154,756.4714563263092,752.726,1.7268533327303972,0.024321144976033285
155,756.4957774712851,752.726,1.7268533327303972,0.024321144976033285
156,756.5200986162612,752.726,1.7268533327303972,0.024321144976033285
157,756.5444197612372,752.726,1.7268533327303972,0.024321144976033285
158,756.5687409062133,752.726,1.7268533327303972,0.024321144976033285
159,756.5930620511892,752.726,1.7268533327303972,0.024321144976033285
160,756.6173831961653,752.726,1.7268533327303972,0.024321144976033285
161,756.6417043411413,752.726,1.7268533327303972,0.024321144976033285
162,756.6660254861174,752.726,1.7268533327303972,0.024321144976033285
163,756.6903466310935,752.726,1.7268533327303972,0.024321144976033285
164,756.7146677760694,752.726,1.7268533327303972,0.024321144976033285
165,756.7389889210455,752.726,1.7268533327303972,0.024321144976033285
166,756.7633100660215,752.726,1.7268533327303972,0.024321144976033285
167,756.7876312109976,752.726,1.7268533327303972,0.024321144976033285
168,756.8119523559736,752.726,1.7268533327303972,0.024321144976033285
169,756.8362735009496,752.726,1.7268533327303972,0.024321144976033285
170,756.8605946459256,752.726,1.7268533327303972,0.024321144976033285
171,756.8849157909017,752.726,1.7268533327303972,0.024321144976033285
172,756.9092369358777,752.726,1.7268533327303972,0.024321144976033285
173,756.9335580808538,752.726,1.7268533327303972,0.024321144976033285
174,756.9578792258297,752.726,1.7268533327303972,0.024321144976033285
175,756.9822003708058,752.726,1.7268533327303972,0.024321144976033285
176,757.0065215157819,752.726,1.7268533327303972,0.024321144976033285
177,757.0308426607579,752.726,1.7268533327303972,0.024321144976033285
178,757.055163805734,752.726,1.7268533327303972,0.024321144976033285
179,757.0794849507099,752.726,1.7268533327303972,0.024321144976033285
180,757.103806095686,752.726,1.7268533327303972,0.024321144976033285
181,757.128127240662,752.726,1.7268533327303972,0.024321144976033285
182,757.1524483856381,752.726,1.7268533327303972,0.024321144976033285
183,757.1767695306141,752.726,1.7268533327303972,0.024321144976033285
184,757.2010906755901,752.726,1.7268533327303972,0.024321144976033285
185,757.2254118205661,752.726,1.7268533327303972,0.024321144976033285
186,757.2497329655422,752.726,1.7268533327303972,0.024321144976033285
187,757.2740541105183,752.726,1.7268533327303972,0.024321144976033285
188,757.2983752554943,752.726,1.7268533327303972,0.024321144976033285
189,757.3226964004702,752.726,1.7268533327303972,0.024321144976033285
190,757.3470175454463,752.726,1.7268533327303972,0.024321144976033285
191,757.3713386904224,752.726,1.7268533327303972,0.024321144976033285
192,757.3956598353984,752.726,1.7268533327303972,0.024321144976033285
193,757.4199809803745,752.726,1.7268533327303972,0.024321144976033285
194,757.4443021253504,752.726,1.7268533327303972,0.024321144976033285
195,757.4686232703265,752.726,1.7268533327303972,0.024321144976033285
196,757.4929444153025,752.726,1.7268533327303972,0.024321144976033285
197,757.5172655602786,752.726,1.7268533327303972,0.024321144976033285
198,757.5415867052546,752.726,1.7268533327303972,0.024321144976033285
199,757.5659078502306,752.726,1.7268533327303972,0.024321144976033285
200,757.5902289952066,752.726,1.7268533327303972,0.024321144976033285
