timestamp,primitive,ops_per_run,measured_runs,mean_ms,std_ms,median_ms,min_ms,max_ms
2026-04-23T19:09:14.787Z,"Thash (SHA-256, 32B input)",1000,10,0.002215,0.000880,0.001741,0.001499,0.003792
2026-04-23T19:09:14.787Z,"Tgrp (BLS12-381 G1 scalar multiplication)",1000,10,0.456854,0.005835,0.454281,0.453133,0.472224
2026-04-23T19:09:14.787Z,"Tpair (BLS12-381 bilinear pairing)",1000,10,14.724512,0.101231,14.710565,14.590312,14.939468
2026-04-23T19:09:14.787Z,"Tsym (AES-256-GCM, 1KB payload)",1000,10,0.005631,0.000488,0.005782,0.005064,0.006391
2026-04-26T00:00:00+08:00,"Thash_1KB_sha256",1000,1,0.000836733,0.000299443,,,
2026-04-26T00:00:00+08:00,"Tsym_dec_AES_256_GCM_1KB",1000,1,0.000873799,0.001057253,,,
2026-04-26T00:00:00+08:00,"Tecc_verify_ECDSA_P256_SHA256",1000,1,0.070838701,0.022525461,,,
2026-04-26T00:00:00+08:00,"Texp_G1_charm_SS512",1000,1,0.776954453,0.185457816,,,
2026-04-26T00:00:00+08:00,"Texp_GT_charm_SS512",1000,1,0.084769457,0.026797727,,,
