timestamp,n_leaves,operation,n_runs,mean_ms,std_ms,median_ms,min_ms,max_ms
2026-04-23T17:35:54.379033+00:00,16,leaf_hash,50,0.000988,3.1e-05,0.000972,0.000952,0.001082
2026-04-23T17:35:54.379033+00:00,16,merkle_build,50,0.007707,6.1e-05,0.007705,0.007615,0.007965
2026-04-23T17:35:54.379033+00:00,16,merkle_verify,50,0.00186,3e-05,0.001853,0.001833,0.001953
