timestamp,scheme,file_size_mb,operation,n_leaves,n_runs,mean_ms,std_ms,median_ms,min_ms,max_ms
2026-04-24T07:37:24.577197+00:00,xauth,50,total,16,12,56.633659,0.808075,56.493616,55.776778,58.358664
2026-04-24T07:37:24.577197+00:00,ssl_xiomt,50,total,16,12,58.578185,1.168217,58.607825,57.065607,60.857609
2026-04-24T07:37:24.577197+00:00,scape_zk,50,total,16,12,0.002068,9.8e-05,0.002044,0.001984,0.002344
2026-04-24T07:37:24.577197+00:00,xauth,100,payload_hash,16,12,125.83001,6.41998,126.690243,118.422993,139.405061
2026-04-24T07:37:24.577197+00:00,ssl_xiomt,100,payload_hash,16,12,125.83001,6.41998,126.690243,118.422993,139.405061
2026-04-24T07:37:24.577197+00:00,xauth,100,compare_hash,16,12,124.828115,5.488186,124.41078,119.979187,136.481198
2026-04-24T07:37:24.577197+00:00,ssl_xiomt,100,commit_hash,16,12,119.905581,1.118087,119.97559,118.503603,121.711206
2026-04-24T07:37:24.577197+00:00,scape_zk,100,compact_leaf_hash,16,12,0.000428,9.6e-05,0.000411,0.000371,0.000721
2026-04-24T07:37:24.577197+00:00,ssl_xiomt,100,merkle_verify,16,12,0.001768,3.5e-05,0.001764,0.001723,0.001834
2026-04-24T07:37:24.577197+00:00,scape_zk,100,merkle_verify,16,12,0.001802,3.1e-05,0.001803,0.001763,0.001874
2026-04-24T07:37:24.577197+00:00,xauth,100,total,16,12,126.600279,6.31123,125.108806,120.373795,143.153115
2026-04-24T07:37:24.577197+00:00,ssl_xiomt,100,total,16,12,127.673321,6.68409,127.174522,119.995191,141.423301
2026-04-24T07:37:24.577197+00:00,scape_zk,100,total,16,12,0.002061,3.3e-05,0.002064,0.001994,0.002114
